LEA Code,District Name,School Code,School Name,Organization Type,School Type,Low Grade,High Grade,Address,City,State,Zip,County,Current Status,Categories And Programs,Virtual School,IB Program,Phone Number,Fax Number,Website Url,Email
3619,Milwaukee,1303,Believers in Christ Christian Academy,Private School,Combined Elementary/Secondary School,K4,12,4065 N 25th St,Milwaukee,WI,53209,Milwaukee,OPEN,Choice,,,414-444-1146,414-444-5378,https://www.biccamilw.net/about,candace_covington2003@yahoo.com
3619,Milwaukee,1304,Blessed Sacrament Catholic School,Private School,Elementary School,K4,08,3126 S 41st St,Milwaukee,WI,53215,Milwaukee,OPEN,Choice,,,414-649-4730,,www.blessedsacramentmke.org,mderrick@setoncatholicschools.org
3619,Milwaukee,1507,Blessed Savior Catholic School,Private School,Elementary School,K4,08,8545 W Villard Ave,Milwaukee,WI,53225,Milwaukee,OPEN,Choice,,,414-464-5775,--,,business@blessedsavior.org
3619,Milwaukee,1382,Carter's Christian Academy Inc,Private School,Combined Elementary/Secondary School,K4,12,5268 N 35th St,Milwaukee,WI,53209,Milwaukee,OPEN,Choice,,,414-466-3284,414-466-9121,,andrecartet@aol.com
3619,Milwaukee,0309,Catholic East Elementary,Private School,Elementary School,K4,08,2461 N Murray Ave,Milwaukee,WI,53211,Milwaukee,OPEN,Choice,,,414-964-1770,414-964-6578,www.catholiceast.org,hesteves@catholiceast.org
3619,Milwaukee,1743,CERT School,Private School,High School,12,12,2224 W Kilbourn Ave,Milwaukee,WI,53233,Milwaukee,OPEN,Choice,,,262-880-4811,,www.greatlakesccc.org,investinyouth@wi.rr.com
3619,Milwaukee,1305,Christ St Peter Lutheran School,Private School,Elementary School,K4,08,2229 W Greenfield Ave,Milwaukee,WI,53204,Milwaukee,OPEN,Choice,,,414-383-2055,414-383-2497,christ-stpeter.com,schooloffice@christ-stpeter.com
3619,Milwaukee,1384,Christian Faith Academy of Higher,Private School,Elementary School,K4,08,3965 N 15th St,Milwaukee,WI,53206,Milwaukee,OPEN,Choice,,,414-442-9299,414-316-3719,www.christianfaithacademyofhigherlearning.org,gmallry@yahoo.com
3619,Milwaukee,1044,Clara Mohammed School,Private School,Combined Elementary/Secondary School,K4,12,317 W Wright St,Milwaukee,WI,53212,Milwaukee,OPEN,Choice,,,414-263-6772,414-263-6852,www.cmsmkewi.us,mahdi@cmsmkewi.us
3619,Milwaukee,1712,Cristo Rey Jesuit Milwaukee High School,Private School,High School,09,12,1818 W National Ave,Milwaukee,WI,53204,Milwaukee,OPEN,Choice,,,414-436-4600,414-645-0046,www.cristoreymilwaukee.org,mtalavera@cristoreymilwaukee.org
3619,Milwaukee,1489,Cross Trainers Academy,Private School,Combined Elementary/Secondary School,K4,12,1530 W Center St,Milwaukee,WI,53206,Milwaukee,OPEN,Choice,,,414-935-0500,414-246-0373,www.milmission.org,don.galster@crosstrainersacademy.com
3619,Milwaukee,1818,Destined To Succeed Academy,Private School,Combined Elementary/Secondary School,K4,12,4429 W Fond Du Lac Ave,Milwaukee,WI,53216,Milwaukee,OPEN,,,,414-444-8255,414-444-4880,www.destined2succeedacademy.com,drwhitehead@destine2succeed.com
3619,Milwaukee,1491,Destiny High School,Private School,High School,09,12,7210 N 76th St,Milwaukee,WI,53223,Milwaukee,OPEN,Choice,,,414-353-4430,414-353-4450,www.destinyhigh.com,pwashington@destinyhigh.com
3619,Milwaukee,1702,Divine Destiny School,Private School,Elementary School,K4,08,3782 N 12th St,Milwaukee,WI,53206,Milwaukee,OPEN,Choice,,,414-264-3374,414-264-2822,www.divinedestinyschool.com,divinedestinyschoolinc@gmail.com
3619,Milwaukee,0510,Divine Savior Holy Angels High School,Private School,High School,09,12,4257 N 100th St,Milwaukee,WI,53222,Milwaukee,OPEN,Choice,,,414-462-3742,414-466-0590,www.dsha.info,quesnelld@dsha.k12.wi.us
3619,Milwaukee,1158,Early View Academy of Excellence,Private School,Combined Elementary/Secondary School,K4,12,7132 W Good Hope Rd,Milwaukee,WI,53223,Milwaukee,OPEN,Choice,,,414-793-7416,,www.earlyviewacademy.org,aparchia@earlyviewk12.org
3619,Milwaukee,1218,Eastbrook Academy,Private School,Combined Elementary/Secondary School,K4,12,5375 N Green Bay Ave,Milwaukee,WI,53209,Milwaukee,OPEN,Choice,,,414-228-7905,414-228-9854,www.eastbrookacademy.org,jenniferdreger@eastbrookacademy.org
3619,Milwaukee,1631,El Puente High School,Private School,High School,09,12,1127 South 35th St,Milwaukee,WI,53215,Milwaukee,OPEN,Choice,,,414-672-1237,--,www.elpuentehs.org,info@elpuentehs.org
3619,Milwaukee,1923,First Immanuel Lutheran School,Private School,Elementary School,KG,08,3205 N 85th St,Milwaukee,WI,53222,Milwaukee,CLOSED,,,,414-292-0740,,https://swd.lcms.org/LNS,lunak@swd.lcms.org
3619,Milwaukee,0740,Garden Homes Lutheran School,Private School,Elementary School,K4,08,2450 W Roosevelt Dr,Milwaukee,WI,53209,Milwaukee,OPEN,Choice,,,414-444-9050,414-444-9105,www.gardenhomeslutheran.org/school,ewoody@gardenhomeslutheran.org
3619,Milwaukee,1165,Granville Lutheran School,Private School,Elementary School,K4,08,8242 N Granville Rd,Milwaukee,WI,53224,Milwaukee,OPEN,Choice,,,414-354-6601,414-354-5586,lumingranville.org,meinzer@luminschools.org
3619,Milwaukee,1345,Greater Holy Temple Christian Academy,Private School,Combined Elementary/Secondary School,K4,08,9500 West Allyn St,Milwaukee,WI,53224,Milwaukee,OPEN,Choice,,,414-265-4131,414-431-0608,www.greaterholy.org,deshazer@greaterholy.org
3619,Milwaukee,1180,Holy Redeemer Christian Academy,Private School,High School,11,12,3500 W Mother Daniels Way,Milwaukee,WI,53209,Milwaukee,OPEN,,,,414-466-1800,414-466-4930,www.hrcogic.org,bsd@hrmke.org
3619,Milwaukee,1703,Hope Christian School Caritas,Private School,Elementary School,K4,08,8920 W Brown Deer Rd,Milwaukee,WI,53224,Milwaukee,OPEN,Choice,,,414-600-1045,414-600-1047,hopeschools.org/caritas,Kristen.Reed@hopeschools.org
3619,Milwaukee,1729,Hope Christian School Fidelis,Private School,Elementary School,K4,08,4200 W Douglas Ave,Milwaukee,WI,53209,Milwaukee,OPEN,Choice,,,414-203-5270,,hopeschools.org/fidelis,anna.mayo@hopeschools.org
3619,Milwaukee,1439,Hope Christian School Fortis,Private School,Elementary School,K4,08,3601 N Port Washington Ave,Milwaukee,WI,53212,Milwaukee,OPEN,Choice,,,414-264-6284,414-264-6285,hopeschools.org,renea.taylor@hopeschools.org
3619,Milwaukee,1315,Hope Christian School Prima,Private School,Elementary School,K4,08,2345 N 25th St,Milwaukee,WI,53206,Milwaukee,OPEN,Choice,,,414-931-0350,414-931-0720,www.hopeschools.org/prima,Willette.Early@hopeschools.org
3619,Milwaukee,1656,Hope Christian School Semper,Private School,Elementary School,K4,08,3040 W Capitol Dr,Milwaukee,WI,53216,Milwaukee,OPEN,Choice,,,414-763-2683,414-442-4225,www.hopeschools.org/semper,jayda.luckett@hopeschools.org
3619,Milwaukee,1527,Institute of Technology and Academics,Private School,Combined Elementary/Secondary School,03,08,8940 N 85th St,Milwaukee,WI,53224,Milwaukee,OPEN,Choice,,,414-365-9375,414-365-9376,www.instituteoftech.org,ksingh@instituteoftech.org
3619,Milwaukee,1684,Jo's Learning Academy,Private School,Elementary School,K4,05,4827 W North Ave,Milwaukee,WI,53208,Milwaukee,OPEN,Choice,,,414-873-8940,414-873-8941,www.joslearningacademy.com,joslearningacademy@jla1.com
3619,Milwaukee,1221,King's Academy Christian School Inc,Private School,Elementary School,K4,08,7798 N 60th St,Milwaukee,WI,53223,Milwaukee,OPEN,Choice,,,414-371-9100,414-797-2666,www.kacsmilw.org,lachrisa.spriggs@kacsmilw.org
3619,Milwaukee,1849,Kingdom Come Academy,Private School,Elementary School,KG,08,11301 W Lake Park Dr,Milwaukee,WI,53224,Milwaukee,CLOSED,,,,414-617-6863,414-797-4007,,kca2021@eliremnant.org
3619,Milwaukee,7710,Lad Lake Saint Rose Center,Private School,High School,06,12,3801 N 88th St,Milwaukee,WI,53222,Milwaukee,OPEN,,,,414-763-3405,,https://www.ladlake.org/about/locations/,kimkieck@ladlake.org
3619,Milwaukee,1901,Lash Academy,Private School,Combined Elementary/Secondary School,KG,12,5401 N 76th St,Milwaukee,WI,53218,Milwaukee,OPEN,,,,414-928-0690,414-755-0775,,lashtechacademy@gmail.com
3619,Milwaukee,1374,Malaika Early Learning Center,Private School,Elementary School,K4,03,125 W Auer Ave,Milwaukee,WI,53212,Milwaukee,OPEN,Choice,,,414-562-4997,414-562-9248,www.malaikaelc.org,tjohnson@malaikaelc.org
3619,Milwaukee,1770,Marquette University High School,Private School,High School,09,12,3306 W Michigan St,Milwaukee,WI,53208,Milwaukee,OPEN,Choice,,,414-933-7220,414-937-8590,www.muhs.edu,meulerj@muhs.edu
3619,Milwaukee,1606,Messmer High School,Private School,High School,09,12,742 W Capitol Dr,Milwaukee,WI,53206,Milwaukee,OPEN,Choice,,,414-264-5440,414-264-0672,www.messmerhigh.org,rmannisto@messmerhigh.org
3619,Milwaukee,1873,Milwaukee Seventh Day Adventist School,Private School,Combined Elementary/Secondary School,K4,10,10900 W Mill Rd,Milwaukee,WI,53225,Milwaukee,OPEN,Choice,,,414-353-3520,414-353-1451,www.milwaukeesdaschool.org,admin@milwaukeesdaschool.org
3619,Milwaukee,1870,Milwaukee Lutheran Middle and High,Private School,High School,09,12,9700 W Grantosa Dr,Milwaukee,WI,53222,Milwaukee,OPEN,Choice,,,414-461-6000,,www.milwaukeelutheran.org,wjensen@milwaukeelutheran.org
3619,Milwaukee,1872,Milwaukee Montessori School,Private School,Elementary School,K4,08,345 N 95th St,Milwaukee,WI,53226,Milwaukee,OPEN,,,,414-259-0370,414-259-0427,www.milwaukee-montessori.org,admissions@milwaukee-montessori.org
3619,Milwaukee,1910,Mother of Good Counsel School,Private School,Elementary School,K4,08,3001 N 68th St,Milwaukee,WI,53210,Milwaukee,OPEN,Choice,,,414-442-7600,414-442-0644,mgcparish.org,johnston@mgcparish.org
3619,Milwaukee,1930,Mount Calvary Lutheran School,Private School,Elementary School,K4,08,2862 N 53rd St,Milwaukee,WI,53210,Milwaukee,OPEN,Choice,,,414-873-3466,--,mtcalvaryschool.org,thoward@mtcalvaryschool.org
3619,Milwaukee,1980,Mount Lebanon Lutheran School,Private School,Elementary School,K4,08,6100 W Hampton Ave,Milwaukee,WI,53218,Milwaukee,OPEN,Choice,,,414-464-5410,414-464-6210,mtlebanonluth.org,school@mtlebanonluth.org
3619,Milwaukee,1990,Mount Olive Christian Day School,Private School,Elementary School,K4,08,5301 W Washington Blvd,Milwaukee,WI,53208,Milwaukee,OPEN,Choice,,,414-774-2200,,mtolivemke.org/cds,erin.ballard@mtolivemke.org
3619,Milwaukee,1996,Nativity Jesuit Academy,Private School,Combined Elementary/Secondary School,K4,08,1515 S 29th St,Milwaukee,WI,53215,Milwaukee,OPEN,Choice,,,414-645-1060,414-645-0505,www.nativityjesuit.org,bergmanna@nativityjesuit.org
3619,Milwaukee,1327,New Testament Christian Academy,Private School,Combined Elementary/Secondary School,K4,08,10201 W Bradley Rd,Milwaukee,WI,53224,Milwaukee,OPEN,Choice,,,414-365-1677,414-365-5611,www.ntcacademy.org,johnsonr@ntcacademy.org
3619,Milwaukee,1988,NextGen Early and Child Development,Private School,Elementary School,K4,03,2727 W Cleveland Ave,Milwaukee,WI,53215,Milwaukee,OPEN,,,,414-488-2227,,https://www.nextgenearlycarecenter.com/,nextgenearlycare@gmail.com
3619,Milwaukee,1575,Northwest Catholic School,Private School,Elementary School,K4,05,7140 N 41st St,Milwaukee,WI,53209,Milwaukee,OPEN,Choice,,,414-352-6927,414-352-7258,www.nwcschool.org,goedenl@nwcschool.org
3619,Milwaukee,2030,Northwest Lutheran School,Private School,Elementary School,K4,08,4119 N 81st St,Milwaukee,WI,53222,Milwaukee,OPEN,Choice,,,414-463-4040,414-463-0524,luminnorthwest.org,meinzer@luminschools.org
3619,Milwaukee,1095,Notre Dame School of Milwaukee,Private School,Elementary School,K4,08,1420 W Scott St,Milwaukee,WI,53204,Milwaukee,OPEN,Choice,,,414-671-3000,414-671-6138,notredamemke.org,htassone@notredamemke.org
3619,Milwaukee,1792,NOVA High School,Private School,High School,09,12,2320 W Burleigh St,Milwaukee,WI,53206,Milwaukee,OPEN,Choice,,,414-874-0283,414-874-0284,www.novahs.org,cebutts@novahs.org
3619,Milwaukee,2240,Our Lady Queen of Peace,Private School,Elementary School,K4,08,2733 W Euclid Ave,Milwaukee,WI,53215,Milwaukee,OPEN,Choice,,,414-672-6660,414-672-2739,www.olqpmke.org,aheger@setoncatholicschools.org
3619,Milwaukee,1847,Outlook University ISN,Private School,Combined Elementary/Secondary School,03,12,1919 North 11th St,Milwaukee,WI,53205,Milwaukee,OPEN,,,,702-985-1306,,www.OUISN.org,info@ouisn.org
3619,Milwaukee,2300,Pius XI Catholic High School,Private School,High School,09,12,135 N 76th St,Milwaukee,WI,53213,Milwaukee,OPEN,Choice,,,414-290-8134,414-290-7001,www.piusxi.org,amagermans@piusxi.org
3619,Milwaukee,1205,Prince of Peace,Private School,Elementary School,K4,08,1022 S. 25th Street,Milwaukee,WI,53204,Milwaukee,OPEN,Choice,,,414-645-4922,--,www.princeofpeaceschool.org,llandin@princeofpeaceschool.org
3619,Milwaukee,1530,Right Step Inc,Private School,Combined Elementary/Secondary School,05,12,3725 N Sherman Blvd,Milwaukee,WI,53216,Milwaukee,OPEN,Choice,,,414-354-5479,414-249-5964,rightstepschool.com,rfitch17@gmail.com
3619,Milwaukee,1351,Risen Savior Lutheran School,Private School,Elementary School,K4,08,9550 W Brown Deer Rd,Milwaukee,WI,53224,Milwaukee,OPEN,Choice,,,414-354-7320,414-354-6815,www.rslsmke.org,rdusseau@rslsmke.org
3619,Milwaukee,2750,Saint Adalbert School,Private School,Elementary School,K4,08,1913 W Becher St,Milwaukee,WI,53215,Milwaukee,OPEN,Choice,,,414-645-5450,414-645-5510,,hedingd@adalbertschool.org
3619,Milwaukee,3100,Saint Anthony School,Private School,Combined Elementary/Secondary School,K4,12,1727 S 9th Street,Milwaukee,WI,53204,Milwaukee,OPEN,Choice,,,414-384-6612,414-384-6613,www.stanthonymilwaukee.org,petersons@stanthonymilwaukee.org
3619,Milwaukee,1745,Saint Augustine Prep South Campus,Private School,Combined Elementary/Secondary School,K4,12,2607 S 5th St,Milwaukee,WI,53207,Milwaukee,OPEN,Choice,,,414-810-1380,414-810-1734,www.augprep.org,info@augprep.org
3619,Milwaukee,3410,Saint Catherine School,Private School,Elementary School,K4,08,2647 N 51st St,Milwaukee,WI,53210,Milwaukee,OPEN,Choice,,,414-445-2846,414-445-0448,saintcatherine.org,ccaldwell@saintcatherine.org
3619,Milwaukee,3455,Saint Charles Borromeo Catholic School,Private School,Elementary School,K4,08,3100 W Parnell Ave,Milwaukee,WI,53221,Milwaukee,OPEN,Choice,,,414-282-0767,414-817-9605,www.scbmil.org,bspaziano@scbmil.org
3619,Milwaukee,1781,Saint Charles Education Center,Private School,Combined Elementary/Secondary School,06,12,151 S 84th St,Milwaukee,WI,53214,Milwaukee,OPEN,,,,414-476-3710,414-778-5985,stcharlesinc.org,jmancusomohsen@stcharlesinc.org
3619,Milwaukee,3580,Saint Coletta Day School,Private School,Combined Elementary/Secondary School,03,12,1740 N 55th St,Milwaukee,WI,53208,Milwaukee,OPEN,,,,414-453-1850,414-453-9449,scdsmke.org,scdsmke@scdsmke.org
3619,Milwaukee,3935,Saint Gregory the Great Parish School,Private School,Elementary School,K4,08,3132 S 63rd St,Milwaukee,WI,53219,Milwaukee,OPEN,Choice,,,414-321-1350,414-328-3881,www.gregthegreat.org,lbruno@stgregsmil.org
3619,Milwaukee,4210,Saint Joan Antida High School,Private School,High School,09,12,1341 N Cass St,Milwaukee,WI,53202,Milwaukee,OPEN,Choice,,,414-272-8423,414-272-3135,www.saintjoanantida.org,motero@saintjoanantida.org
3619,Milwaukee,2850,Saint John Paul II School,Private School,Elementary School,K4,08,3344 S 16th St,Milwaukee,WI,53215,Milwaukee,OPEN,Choice,,,414-383-3453,414-672-2645,,prncpl57@gmail.com
3619,Milwaukee,4655,Saint John's Lutheran School,Private School,Elementary School,K4,08,4001 S 68th St,Milwaukee,WI,53220,Milwaukee,OPEN,Choice,,,414-541-5881,414-541-7869,stjohnsmilw.org,school@stjohnsmilw.org
3619,Milwaukee,4950,Saint Josaphat Parish School,Private School,Elementary School,K4,08,801 W Lincoln Ave,Milwaukee,WI,53215,Milwaukee,OPEN,Choice,,,414-645-4378,414-645-1978,www.sjpsmke.com,kstrasser@sjpsmke.org
3619,Milwaukee,8224,Saint Joseph Academy,Private School,Elementary School,K4,08,1600 W Oklahoma Ave,Milwaukee,WI,53215,Milwaukee,OPEN,Choice,,,414-645-5337,414-645-5329,www.sjamilwaukee.org,krussick@sjamilwaukee.org
3619,Milwaukee,5640,Saint Lucas Lutheran School,Private School,Elementary School,K4,08,648 E Dover St,Milwaukee,WI,53207,Milwaukee,OPEN,Choice,,,414-483-8000,,saintlucasbayview.org,abaxter@saintlucas.org
3619,Milwaukee,5710,Saint Marcus Lutheran School,Private School,Elementary School,K4,08,2215 N Palmer St,Milwaukee,WI,53212,Milwaukee,OPEN,Choice,,,414-562-3163,414-562-9188,www.stmarcus.org,henry.tyson@stmarcus.org
3619,Milwaukee,5720,Saint Margaret Mary School,Private School,Elementary School,K4,08,3950 N 92nd St,Milwaukee,WI,53222,Milwaukee,OPEN,Choice,,,414-463-8760,414-463-2373,www.stmmp.org,nhines@stmms.org
3619,Milwaukee,5830,Saint Martini Lutheran School,Private School,Elementary School,K4,08,1520 S Cesar E Chavez Dr,Milwaukee,WI,53204,Milwaukee,CLOSED,,,,414-383-7058,414-383-0637,https://www.luminschools.org/,meinzer@luminschools.org
3619,Milwaukee,1948,Saint Mary Czestochowa,Private School,Elementary School,K4,08,3027 N Fratney St,Milwaukee,WI,53212,Milwaukee,OPEN,Choice,,,414-831-8400,414-831-8499,,jleung@setoncatholicschools.org
3619,Milwaukee,6690,Saint Matthias Parish School,Private School,Elementary School,K4,08,9300 W Beloit Rd,Milwaukee,WI,53227,Milwaukee,OPEN,Choice,,,414-321-0894,414-321-9228,https://stmatthias-milw.org/school/,tkasprzak@stmatthiasmilw.org
3619,Milwaukee,7400,Saint Peter Immanuel Lutheran School,Private School,Elementary School,K4,08,7801 W Acacia St,Milwaukee,WI,53223,Milwaukee,OPEN,Choice,,,414-353-6800,414-353-5510,luminspi.org,meinzer@luminschools.org
3619,Milwaukee,1302,Saint Philip's Lutheran School,Private School,Elementary School,K4,08,3012 N Holton St,Milwaukee,WI,53212,Milwaukee,CLOSED,,,,414-263-7614,,www.stphilipsmilwaukee.com,splsoffice@stphilipsmilwaukee.com
3619,Milwaukee,1200,Saint Rafael the Archangel School,Private School,Elementary School,K4,08,2273 S. 31st Street,Milwaukee,WI,53215,Milwaukee,OPEN,Choice,,,414-645-1300,414-645-1415,www.strafael.org,mandrade@setoncatholicschools.org
3619,Milwaukee,7670,Saint Roman Parish School,Private School,Elementary School,K4,08,1810 W Bolivar Ave,Milwaukee,WI,53221,Milwaukee,OPEN,Choice,,,414-282-7970,,www.stromanschool.com,carol.beecher@stromanschool.com
3619,Milwaukee,1947,Saint Rose,Private School,Elementary School,K4,08,514 N 31st St,Milwaukee,WI,53208,Milwaukee,OPEN,Choice,,,414-831-8400,414-831-8499,,jleung@setoncatholicschools.org
3619,Milwaukee,1206,Saint Sava Orthodox School,Private School,Elementary School,K4,08,3201 S 51st St,Milwaukee,WI,53219,Milwaukee,OPEN,,,,414-546-9578,414-545-4087,www.stsavaorthodoxschool.com,info@stsavaorthodoxschool.com
3619,Milwaukee,7720,Saint Sebastian School,Private School,Elementary School,K4,08,1747 N 54th St,Milwaukee,WI,53208,Milwaukee,OPEN,Choice,,,414-453-5830,414-453-9449,https://school.saintsebs.org/,kimmen@saintsebs.org
3619,Milwaukee,7980,Saint Thomas Aquinas Academy,Private School,Elementary School,K4,08,341 E Norwich St,Milwaukee,WI,53207,Milwaukee,OPEN,Choice,,,414-744-1214,414-744-8340,www.thomasaquinasacademy.com,gcifaldi@setoncatholicschools.org
3619,Milwaukee,3160,Saint Vincent Pallotti Catholic School,Private School,Elementary School,K4,08,201 N 76th St,Milwaukee,WI,53213,Milwaukee,OPEN,Choice,,,414-258-4165,414-258-9844,www.stvincentpallotti.org,jfryda@stvps.org
3619,Milwaukee,8075,Salam School,Private School,Combined Elementary/Secondary School,K4,12,4707 S 13th St,Milwaukee,WI,53221,Milwaukee,OPEN,Choice,,,414-282-0504,--,www.salamk12.org,nkhreis@salamschool.com
3619,Milwaukee,8080,Salem Evangelical Lutheran School,Private School,Elementary School,K4,08,6810 N 107th St,Milwaukee,WI,53224,Milwaukee,OPEN,Choice,,,414-353-8190,414-353-5819,www.salemwelsschool.net,school@salemwels.net
3619,Milwaukee,1793,Shalom High School,Private School,High School,09,12,1749 N 16th St,Milwaukee,WI,53205,Milwaukee,OPEN,Choice,,,414-933-5019,414-933-5433,www.shalomhs.org,dpitchford@shalomhs.org
3619,Milwaukee,1704,Shining Star Christian Schools Inc,Private School,Combined Elementary/Secondary School,K4,11,4050 N 95th St,Milwaukee,WI,53222,Milwaukee,OPEN,Choice,,,414-376-9230,414-376-9213,shiningstarschools.org,john.mattek@shiningstarschools.org
3619,Milwaukee,8217,Siloah Lutheran School,Private School,Elementary School,K4,08,3721 N 21st St,Milwaukee,WI,53206,Milwaukee,OPEN,Choice,,,414-873-8240,414-873-8250,siloahlutheran.org,marissa.daniels@siloahlutheran.org
3619,Milwaukee,1048,Tamarack Waldorf School,Private School,Elementary School,K4,08,1150 E Brady St,Milwaukee,WI,53202,Milwaukee,OPEN,Choice,,,414-277-0009,414-277-7799,www.tamarackwaldorf.org,office@tamarackwaldorf.org
3619,Milwaukee,1776,The City School,Private School,Elementary School,K4,08,8684 N 76th Pl,Milwaukee,WI,53223,Milwaukee,OPEN,Choice,,,414-797-4313,414-797-4380,,cityschoolmke@gmail.com
3619,Milwaukee,2048,TNS Academy,Private School,Elementary School,K4,KG,5629 W North Ave,Milwaukee,WI,53208,Milwaukee,OPEN,,,,920-714-2974,,,tnsacademyinc@gmail.com
3619,Milwaukee,1868,Universal Scholars Academy,Private School,Elementary School,K4,05,5310 W North Ave,Milwaukee,WI,53208,Milwaukee,OPEN,Choice,,,414-914-1320,,,usacademyschool@gmail.com
3619,Milwaukee,1909,Up Christian Academy Inc,Private School,Elementary School,K4,06,2433 W Roosevelt Dr,Milwaukee,WI,53209,Milwaukee,OPEN,Choice,,,414-544-4092,414-210-4562,https://upchristianacademy.org,upchristianacademy@gmail.com
3619,Milwaukee,1796,Victory Christian Academy,Private School,Combined Elementary/Secondary School,K4,12,2840 S 10th St,Milwaukee,WI,53215,Milwaukee,OPEN,Choice,,,414-384-0049,,www.vcaschool.org,fwilliams@vcaschool.org
3619,Milwaukee,2016,Wauwatosa Lutheran School,Private School,Combined Elementary/Secondary School,K4,08,3205 N 85th St,Milwaukee,WI,53222,Milwaukee,OPEN,Choice,,,,,,lunak@swd.lcms.org
3619,Milwaukee,8705,Wisconsin Institute for Torah Study,Private School,High School,09,12,3288 N Lake Dr,Milwaukee,WI,53211,Milwaukee,OPEN,Choice,,,414-963-9317,414-963-1519,,highschool@witsyeshiva.com
3619,Milwaukee,8720,Wisconsin Lutheran High School,Private School,High School,09,12,330 N Glenview Ave,Milwaukee,WI,53213,Milwaukee,OPEN,Choice,,,414-453-4567,414-453-3001,www.wlhs.org,ken.fisher@wlhs.org
3619,Milwaukee,8740,Yeshiva Elementary School,Private School,Elementary School,K4,08,5115 W Keefe Ave,Milwaukee,WI,53216,Milwaukee,OPEN,Choice,,,414-871-9376,414-871-9151,yesmilwaukee.org,adminstrator@yesmilwaukee.org
3640,Minocqua J1,8525,Trinity Lutheran School,Private School,Elementary School,K4,08,8781 Brunswick Rd,Minocqua,WI,54548,Oneida,OPEN,,,,715-356-2255,715-356-2132,www.trinityminocqua.org,trinity@trinityminocqua.org
3661,Mishicot,1747,Lakeside Mennonite School,Private School,Elementary School,01,08,722 Hillview Rd,Mishicot,WI,54228,Manitowoc,OPEN,,,,920-901-7219,,,
3675,Monona Grove,1460,Immaculate Heart of Mary Catholic School,Private School,Elementary School,K4,08,4913 Schofield St,Monona,WI,53716,Dane,OPEN,,,,608-222-8831,,https://ihmcatholicparish.org/our-school/,cmeiller@ihm-school.org
3675,Monona Grove,2032,Wisconsin Academy,Private School,Elementary School,KG,08,900 Femrite Dr,Madison,WI,53716,Dane,OPEN,Choice,,,608-222-5775,,www.wisacad.org,derek.timms@wisacad.org
3682,Monroe,7990,Saint Victor Grade School,Private School,Elementary School,KG,06,1416 20th Ave,Monroe,WI,53566,Green,OPEN,,,,608-325-3395,--,www.stclaregreencounty.org,bklitzke@stvictormonroe.org
3689,Montello,4880,Christ Alone Lutheran Academy,Private School,Elementary School,KG,02,313 E Montello St,Montello,WI,53949,Marquette,OPEN,,,,920-481-9002,608-297-2866,www.christalonelutheranacademy.net,secretary@christalonelutheranacademy.net
3794,Mount Horeb Area,1865,Mount Horeb Christian School,Private School,Combined Elementary/Secondary School,K4,08,2772 Brandywein Trail,Mount Horeb,WI,53572,Dane,OPEN,Choice,,,608-710-4960,608-824-9135,https://www.mounthorebchristian.org,office@mounthorebchristian.org
3794,Mount Horeb Area,2038,Thrive Online Academy,Private School,Combined Elementary/Secondary School,KG,08,2772 Brandywein Trail,Mount Horeb,WI,53572,Dane,OPEN,,,,608-284-8490,,https://www.thriveonlineacademy.org,hello@thriveonlineacademy.org
3822,Mukwonago,0365,Christ Lutheran School,Private School,Elementary School,K4,08,W229S8930 Clark St,Big Bend,WI,53103,Waukesha,OPEN,Choice,,,262-662-3355,,www.christbigbend.com,schooloffice@christbigbend.com
3822,Mukwonago,1312,Nature's Classroom Montessori School,Private School,Combined Elementary/Secondary School,K4,12,W336S8455 County Road E,Mukwonago,WI,53149,Waukesha,OPEN,,,,262-363-2815,,www.nciw.org,office@nciw.org
3822,Mukwonago,1951,Saint James the Less Academy,Private School,Elementary School,K4,07,830 E Veterans Way,Mukwonago,WI,53149,Waukesha,OPEN,Choice,,,262-363-7615,,https://www.sjlacademy.org,greeng@stjmuk.org
3822,Mukwonago,4885,Saint Johns Lutheran School,Private School,Elementary School,K4,08,410 W Veterans Way,Mukwonago,WI,53149,Waukesha,OPEN,Choice,,,262-363-4999,--,www.stjohnslutheran-muk.org,school@stjohnslutheran-muk.org
3822,Mukwonago,5000,Saint Joseph Catholic School,Private School,Elementary School,K4,08,S89W22650 Milwaukee Ave,Big Bend,WI,53103,Waukesha,OPEN,Choice,,,262-662-2737,262-662-2684,www.stjoesbb.com,school@stjoesbb.com
3857,Muskego-Norway,5555,Saint Leonard School,Private School,Elementary School,K4,08,W173S7777 Westwood Dr,Muskego,WI,53150,Waukesha,OPEN,Choice,,,262-679-0451,262-679-8519,https://www.stleonards.org/school,laura.bisher@stleonards.org
3857,Muskego-Norway,7265,Saint Paul's Lutheran School,Private School,Elementary School,K4,08,S66W14325 Janesville Rd,Muskego,WI,53150,Waukesha,OPEN,Choice,,,414-422-0320,414-422-1711,www.stpmuskego.org,office@stpmuskego.org
3862,Lake Country,1738,Augustine Academy,Private School,Combined Elementary/Secondary School,K4,12,1100 Highway 83,Hartland,WI,53029,Waukesha,OPEN,,,,262-888-0046,,www.augustineacademy.com,info@augustineacademy.com
3862,Lake Country,0500,Divine Redeemer Lutheran School,Private School,Elementary School,K4,08,31385 W Hill Rd,Hartland,WI,53029,Waukesha,OPEN,Choice,,,262-367-3664,262-367-0824,www.drlc.org/school.html,janet.bahr@drlc.org
